precision_curve,recall_curve
0.23072436719934677,1.0
0.2307512832477835,1.0
0.2307782055769455,1.0
0.2308051341890315,1.0
0.2308320690862411,1.0
0.230859010270775,1.0
0.23088595774483484,1.0
0.2309129115106234,1.0
0.23093987157034443,1.0
0.2309668379262027,1.0
0.23099381058040405,1.0
0.23102078953515534,1.0
0.23104777479266442,1.0
0.23107476635514018,1.0
0.23110176422479262,1.0
0.23112876840383267,1.0
0.23115577889447236,1.0
0.23118279569892472,1.0
0.23120981881940386,1.0
0.23123684825812485,1.0
0.23126388401730388,1.0
0.23129092609915808,1.0
0.23131797450590574,1.0
0.23134502923976608,1.0
0.2313720903029594,1.0
0.23139915769770705,1.0
0.23142623142623142,1.0
0.2314533114907559,1.0
0.23148039789350497,1.0
0.23150749063670412,1.0
0.2315345897225799,1.0
0.23156169515335986,1.0
0.23158880693127268,1.0
0.231615925058548,1.0
0.23164304953741655,1.0
0.23167018037011008,1.0
0.23169731755886142,1.0
0.23172446110590442,1.0
0.23175161101347394,1.0
0.23177876728380595,1.0
0.23180592991913745,1.0
0.2318330989217065,1.0
0.2318602742937522,1.0
0.23188745603751465,1.0
0.23191464415523508,1.0
0.2319418386491557,1.0
0.23196903952151987,1.0
0.2319962467745719,1.0
0.2320234604105572,1.0
0.2320506804317222,1.0
0.23207790684031443,1.0
0.23210513963858248,1.0
0.23213237882877596,1.0
0.23215962441314553,1.0
0.23218687639394295,1.0
0.23221413477342098,1.0
0.23224139955383352,1.0
0.23226867073743543,1.0
0.23229594832648268,1.0
0.23232323232323232,1.0
0.23235052272994244,1.0
0.23237781954887218,1.0
0.23240512278228176,1.0
0.23243243243243245,1.0
0.23245974850158654,1.0
0.23248707099200752,1.0
0.2325143999059598,1.0
0.23254173524570892,1.0
0.23256907701352145,1.0
0.2325964252116651,1.0
0.23262377984240856,1.0
0.23265114090802164,1.0
0.2326785084107752,1.0
0.23270588235294118,1.0
0.23273326273679257,1.0
0.23276064956460343,1.0
0.23278804283864893,1.0
0.23281544256120526,1.0
0.23284284873454975,1.0
0.23287026136096067,1.0
0.23289768044271753,1.0
0.2329251059821008,1.0
0.23295253798139207,1.0
0.23297997644287397,1.0
0.23300742136883026,1.0
0.23303487276154572,1.0
0.23306233062330622,1.0
0.23308979495639878,1.0
0.23311726576311137,1.0
0.23314474304573315,1.0
0.23317222680655428,1.0
0.23319971704786607,1.0
0.23322721377196085,1.0
0.23325471698113207,1.0
0.23328222667767426,1.0
0.23330974286388298,1.0
0.23333726554205497,1.0
0.23336479471448796,1.0
0.23339233038348084,1.0
0.23341987255133348,1.0
0.23344742122034698,1.0
0.2334749763928234,1.0
0.233502538071066,1.0
0.233530106257379,1.0
0.2335576809540678,1.0
0.23358526216343883,1.0
0.2336128498877997,1.0
0.233640444129459,1.0
0.2336680448907265,1.0
0.23369565217391305,1.0
0.2337232659813305,1.0
0.2337508863152919,1.0
0.23377851317811132,1.0
0.23380614657210402,1.0
0.23383378649958625,1.0
0.23386143296287537,1.0
0.23388908596428995,1.0
0.2339167455061495,1.0
0.2339444115907747,1.0
0.23397208422048735,1.0
0.2339997633976103,1.0
0.23402744912446757,1.0
0.2340551414033842,1.0
0.23408284023668638,1.0
0.2341105456267014,1.0
0.23413825757575757,1.0
0.23416597608618445,1.0
0.23419370116031257,1.0
0.23422143280047367,1.0
0.23424917100900047,1.0
0.23427691578822693,1.0
0.23430466714048803,1.0
0.23433242506811988,1.0
0.23436018957345972,1.0
0.23438796065884585,1.0
0.2344157383266177,1.0
0.2344435225791158,1.0
0.23447131341868183,1.0
0.23449911084765857,1.0
0.23452691486838986,1.0
0.23455472548322068,1.0
0.23458254269449716,1.0
0.2346103665045665,1.0
0.23463819691577698,1.0
0.2346660339304781,1.0
0.23469387755102042,1.0
0.23472172777975556,1.0
0.2347495846190363,1.0
0.23477744807121662,1.0
0.23480531813865146,1.0
0.23483319482369702,1.0
0.23486107812871052,1.0
0.23488896805605036,1.0
0.234916864608076,1.0
0.23494476778714812,1.0
0.23497267759562843,1.0
0.23500059403587978,1.0
0.23502851711026615,1.0
0.2350564468211527,1.0
0.23508438317090563,1.0
0.23511232616189232,1.0
0.23514027579648122,1.0
0.23516823207704196,1.0
0.2351961950059453,1.0
0.23522416458556308,1.0
0.2352521408182683,1.0
0.2352801237064351,1.0
0.23530811325243872,1.0
0.23533610945865557,1.0
0.23536411232746313,1.0
0.23539212186124003,1.0
0.2354201380623661,1.0
0.23544816093322224,1.0
0.23547619047619048,1.0
0.235504226693654,1.0
0.23553226958799714,1.0
0.23556031916160533,1.0
0.23558837541686517,1.0
0.2356164383561644,1.0
0.23564450798189182,1.0
0.2356725842964375,1.0
0.23570066730219255,1.0
0.23572875700154927,1.0
0.23575685339690108,1.0
0.23578495649064252,1.0
0.2358130662851693,1.0
0.23584118278287827,1.0
0.23586930598616743,1.0
0.2358974358974359,1.0
0.23592557251908397,1.0
0.23595371585351307,1.0
0.23598186590312575,1.0
0.23601002267032573,1.0
0.2360381861575179,1.0
0.23606635636710824,1.0
0.23609453330150393,1.0
0.2361227169631133,1.0
0.23615090735434574,1.0
0.23617910447761195,1.0
0.2362073083353236,1.0
0.2362355189298937,1.0
0.23626373626373626,1.0
0.23629196033926653,1.0
0.23632019115890085,1.0
0.23634842872505676,1.0
0.23637667304015297,1.0
0.2364049241066093,1.0
0.23643318192684676,1.0
0.23646144650328751,1.0
0.23648971783835485,1.0
0.23651799593447329,1.0
0.2365462807940684,1.0
0.23657457241956703,1.0
0.23660287081339712,1.0
0.2366311759779878,1.0
0.23665948791576932,1.0
0.23668780662917316,1.0
0.2367161321206319,1.0
0.2367444643925793,1.0
0.23677280344745033,1.0
0.23680114928768106,1.0
0.2368295019157088,1.0
0.236857861333972,1.0
0.23688622754491018,1.0
0.2369146005509642,1.0
0.23694298035457595,1.0
0.23697136695818857,1.0
0.23699976036424636,1.0
0.23702816057519474,1.0
0.23705656759348034,1.0
0.237084981421551,1.0
0.23711340206185566,1.0
0.2371418295168445,1.0
0.23717026378896883,1.0
0.23719870488068115,1.0
0.23722715279443513,1.0
0.23725560753268563,1.0
0.23728406909788868,1.0
0.2373125374925015,1.0
0.23734101271898247,1.0
0.2373694947797912,1.0
0.23739798367738837,1.0
0.23742647941423597,1.0
0.23745498199279713,1.0
0.23748349141553607,1.0
0.23751200768491834,1.0
0.2375405308034106,1.0
0.23756906077348067,1.0
0.2375975975975976,1.0
0.23762614127823162,1.0
0.23765469181785415,1.0
0.23768324921893774,1.0
0.23771181348395626,1.0
0.2377403846153846,1.0
0.237768962615699,1.0
0.23779754748737678,1.0
0.23782613923289647,1.0
0.23785473785473785,1.0
